path,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1300_v2_t1w,0.019,0.02,0.028,0.04,0.045,0.043,0.031,0.033,0.033,0.046,0.038,0.051,0.043,0.029,0.043,0.029,0.025,0.029,0.032,0.045,0.026,0.025,0.031,0.031,0.03,0.035,0.032,0.032,0.024,0.026,0.044,0.046,0.039,0.029,1323709,1681417.756
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1301_v1_t1w,0.018,0.025,0.025,0.036,0.04,0.038,0.026,0.028,0.029,0.033,0.047,0.039,0.049,0.027,0.024,0.024,0.03,0.04,0.027,0.04,0.024,0.028,0.023,0.031,0.037,0.031,0.03,0.027,0.02,0.025,0.069,0.054,0.03,0.027,1012498,1387323.339
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1301_v2_t1w,0.02,0.025,0.029,0.042,0.032,0.039,0.027,0.028,0.029,0.036,0.043,0.04,0.036,0.027,0.023,0.026,0.027,0.03,0.027,0.037,0.023,0.031,0.023,0.033,0.039,0.03,0.032,0.029,0.021,0.026,0.054,0.071,0.024,0.028,1001133,1413587.914
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1301_v3_t1w,0.017,0.024,0.025,0.036,0.032,0.038,0.026,0.036,0.028,0.04,0.043,0.049,0.04,0.028,0.02,0.023,0.026,0.037,0.023,0.038,0.022,0.029,0.023,0.031,0.036,0.031,0.03,0.028,0.024,0.027,0.06,0.048,0.035,0.035,977404,1424342.514
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1302_v1_t1w,0.024,0.032,0.025,0.044,0.09,0.037,0.03,0.034,0.031,0.037,0.047,0.037,0.042,0.026,0.037,0.023,0.025,0.049,0.034,0.039,0.027,0.028,0.027,0.031,0.034,0.035,0.033,0.029,0.022,0.032,0.066,0.063,0.042,0.036,1016001,1287877.755
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1302_v3_t1w,0.019,0.03,0.022,0.039,0.035,0.031,0.028,0.026,0.032,0.034,0.034,0.038,0.037,0.024,0.024,0.021,0.025,0.037,0.029,0.042,0.025,0.028,0.025,0.03,0.034,0.032,0.03,0.027,0.019,0.03,0.05,0.041,0.031,0.031,1090039,1376195.49
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1303_v1_t1w,0.02,0.018,0.025,0.031,0.064,0.035,0.026,0.03,0.034,0.034,0.051,0.041,0.044,0.029,0.036,0.025,0.03,0.042,0.028,0.039,0.028,0.027,0.028,0.03,0.024,0.03,0.028,0.029,0.022,0.028,0.052,0.057,0.043,0.033,1390260,1789354.726
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1303_v3_t1w,0.019,0.018,0.024,0.032,0.042,0.038,0.026,0.025,0.032,0.036,0.04,0.034,0.034,0.028,0.025,0.027,0.027,0.037,0.026,0.042,0.029,0.028,0.03,0.032,0.026,0.03,0.027,0.03,0.021,0.026,0.051,0.039,0.029,0.037,1419462,1955738.142
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1304_v1_t1w,0.025,0.03,0.033,0.054,0.047,0.041,0.034,0.042,0.046,0.05,0.05,0.046,0.054,0.036,0.04,0.031,0.031,0.056,0.036,0.047,0.028,0.034,0.033,0.036,0.031,0.039,0.037,0.039,0.033,0.03,0.055,0.062,0.027,0.034,1235408,1633307.282
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1304_v2_t1w,0.022,0.022,0.025,0.046,0.02,0.034,0.027,0.034,0.035,0.046,0.043,0.045,0.044,0.033,0.031,0.025,0.026,0.045,0.029,0.049,0.026,0.03,0.03,0.028,0.031,0.032,0.028,0.028,0.027,0.027,0.052,0.047,0.02,0.028,1292358,1771524.156
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1305_v1_t1w,0.022,0.029,0.027,0.04,0.04,0.034,0.029,0.034,0.029,0.041,0.045,0.048,0.041,0.034,0.052,0.027,0.025,0.055,0.026,0.04,0.025,0.031,0.029,0.028,0.031,0.037,0.031,0.027,0.023,0.026,0.066,0.043,0.018,0.033,1233164,1581401.47
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1305_v2_t1w,0.026,0.029,0.026,0.044,0.048,0.036,0.029,0.038,0.032,0.044,0.045,0.052,0.034,0.033,0.05,0.026,0.025,0.047,0.026,0.05,0.025,0.031,0.028,0.032,0.031,0.035,0.03,0.028,0.025,0.029,0.058,0.06,0.023,0.041,1218916,1529477.735
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1306_v1_t1w,0.022,0.023,0.026,0.039,0.053,0.037,0.029,0.029,0.036,0.037,0.032,0.036,0.036,0.028,0.029,0.03,0.023,0.03,0.027,0.044,0.028,0.03,0.028,0.025,0.025,0.031,0.028,0.028,0.026,0.03,0.047,0.054,0.032,0.029,1072198,1511926.184
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1306_v2_t1w,0.023,0.024,0.028,0.038,0.059,0.04,0.027,0.03,0.038,0.041,0.037,0.04,0.034,0.027,0.027,0.03,0.021,0.03,0.024,0.044,0.027,0.03,0.028,0.024,0.026,0.031,0.028,0.027,0.026,0.028,0.057,0.054,0.031,0.031,1057950,1493741.463
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1307_v1_t1w,0.016,0.026,0.025,0.037,0.031,0.04,0.03,0.036,0.035,0.035,0.045,0.042,0.044,0.032,0.041,0.02,0.026,0.034,0.032,0.033,0.026,0.03,0.023,0.031,0.037,0.034,0.028,0.028,0.024,0.027,0.054,0.062,0.054,0.028,1051717,1387183.554
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1307_v2_t1w,0.018,0.025,0.027,0.037,0.044,0.036,0.03,0.039,0.032,0.04,0.049,0.05,0.038,0.029,0.028,0.021,0.03,0.041,0.03,0.038,0.026,0.032,0.025,0.03,0.033,0.032,0.03,0.028,0.024,0.028,0.056,0.07,0.04,0.034,1072936,1437266.687
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1308_v1_t1w,0.017,0.021,0.024,0.041,0.037,0.031,0.027,0.032,0.03,0.034,0.042,0.037,0.036,0.024,0.023,0.028,0.023,0.038,0.025,0.033,0.027,0.033,0.029,0.024,0.026,0.032,0.027,0.028,0.018,0.029,0.056,0.083,0.02,0.025,1139886,1423810.135
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1308_v2_t1w,0.017,0.021,0.024,0.042,0.057,0.033,0.029,0.031,0.03,0.033,0.04,0.039,0.036,0.025,0.023,0.029,0.025,0.044,0.026,0.035,0.029,0.039,0.029,0.024,0.023,0.036,0.029,0.027,0.021,0.029,0.073,0.076,0.025,0.028,1114864,1532309.272
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1308_v3_t1w,0.018,0.022,0.023,0.04,0.028,0.038,0.025,0.029,0.03,0.04,0.036,0.038,0.037,0.027,0.028,0.031,0.025,0.037,0.025,0.032,0.028,0.031,0.027,0.026,0.021,0.034,0.027,0.027,0.019,0.029,0.053,0.046,0.027,0.027,1095459,1534259.451
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1309_v1_t1w,0.015,0.022,0.025,0.055,0.059,0.038,0.031,0.039,0.03,0.034,0.055,0.043,0.043,0.032,0.042,0.031,0.028,0.05,0.043,0.034,0.027,0.024,0.026,0.031,0.03,0.036,0.036,0.03,0.026,0.027,0.059,0.06,0.034,0.034,1127873,1415818.45
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1309_v2_t1w,0.015,0.022,0.025,0.044,0.061,0.039,0.028,0.04,0.027,0.038,0.043,0.041,0.041,0.035,0.038,0.034,0.029,0.045,0.036,0.036,0.031,0.025,0.034,0.032,0.033,0.034,0.032,0.029,0.032,0.027,0.051,0.063,0.04,0.034,1127839,1450702.317
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1310_v1_t1w,0.015,0.021,0.024,0.038,0.031,0.034,0.03,0.032,0.029,0.037,0.036,0.038,0.038,0.028,0.037,0.024,0.02,0.034,0.027,0.034,0.027,0.024,0.029,0.027,0.037,0.035,0.029,0.027,0.025,0.033,0.056,0.07,0.025,0.034,1022484,1371079.47
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1310_v2_t1w,0.02,0.027,0.033,0.041,0.04,0.035,0.034,0.03,0.035,0.041,0.044,0.044,0.049,0.03,0.028,0.028,0.023,0.039,0.029,0.04,0.03,0.028,0.031,0.036,0.039,0.038,0.037,0.032,0.026,0.036,0.065,0.037,0.035,0.037,994788,1344158.633
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1310_v3_t1w,0.017,0.024,0.024,0.038,0.038,0.032,0.032,0.029,0.038,0.041,0.043,0.043,0.033,0.03,0.028,0.026,0.021,0.037,0.025,0.036,0.025,0.027,0.027,0.031,0.031,0.033,0.031,0.028,0.025,0.031,0.054,0.051,0.033,0.036,1004683,1350981.371
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1311_v1_t1w,0.016,0.027,0.026,0.04,0.044,0.034,0.027,0.035,0.028,0.044,0.04,0.041,0.041,0.028,0.024,0.024,0.023,0.033,0.025,0.045,0.026,0.028,0.029,0.03,0.026,0.034,0.029,0.026,0.024,0.026,0.061,0.046,0.029,0.029,1238730,1598454.861
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1311_v2_t1w,0.02,0.03,0.033,0.047,0.067,0.038,0.032,0.038,0.036,0.05,0.034,0.047,0.041,0.031,0.03,0.034,0.029,0.042,0.037,0.048,0.044,0.028,0.04,0.032,0.035,0.039,0.034,0.034,0.031,0.033,0.061,0.054,0.037,0.034,1290668,1723794.128
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1311_v3_t1w,0.022,0.03,0.034,0.051,0.057,0.041,0.033,0.036,0.038,0.05,0.042,0.053,0.039,0.033,0.037,0.034,0.029,0.042,0.034,0.06,0.044,0.032,0.044,0.036,0.045,0.04,0.038,0.036,0.032,0.035,0.055,0.073,0.035,0.04,1284970,1755602.108
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1312_v1_t1w,0.03,0.039,0.035,0.041,0.063,0.037,0.034,0.044,0.035,0.042,0.065,0.045,0.056,0.036,0.027,0.037,0.04,0.066,0.032,0.039,0.036,0.036,0.035,0.028,0.039,0.044,0.039,0.042,0.036,0.033,0.083,0.083,0.054,0.036,1208490,1574770.061
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1312_v2_t1w,0.03,0.035,0.036,0.051,0.049,0.04,0.032,0.042,0.039,0.048,0.054,0.048,0.049,0.039,0.03,0.044,0.033,0.047,0.031,0.05,0.062,0.041,0.043,0.033,0.035,0.037,0.042,0.042,0.033,0.035,0.062,0.063,0.047,0.041,1301010,1625386.825
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1312_v3_t1w,0.039,0.046,0.041,0.052,0.073,0.048,0.044,0.047,0.047,0.053,0.052,0.052,0.048,0.047,0.04,0.051,0.037,0.057,0.036,0.053,0.048,0.044,0.049,0.038,0.047,0.044,0.045,0.051,0.038,0.041,0.076,0.068,0.057,0.044,1275308,1697951.398
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1313_v1_t1w,0.021,0.028,0.035,0.039,0.063,0.04,0.028,0.033,0.027,0.037,0.049,0.042,0.041,0.03,0.029,0.029,0.033,0.046,0.027,0.046,0.029,0.029,0.028,0.033,0.026,0.035,0.035,0.032,0.029,0.031,0.076,0.049,0.027,0.033,1001269,1335300.5
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1313_v2_t1w,0.019,0.026,0.027,0.041,0.044,0.037,0.03,0.029,0.03,0.039,0.044,0.043,0.032,0.029,0.028,0.024,0.024,0.037,0.022,0.045,0.026,0.028,0.025,0.029,0.032,0.029,0.03,0.03,0.023,0.026,0.057,0.047,0.022,0.03,1019718,1364894.674
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1313_v3_t1w,0.02,0.026,0.03,0.038,0.041,0.038,0.026,0.034,0.027,0.039,0.042,0.039,0.042,0.028,0.031,0.03,0.023,0.034,0.023,0.039,0.027,0.025,0.027,0.03,0.032,0.029,0.029,0.03,0.024,0.028,0.059,0.057,0.02,0.026,1046669,1412734.572
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1314_v1_t1w,0.018,0.023,0.026,0.04,0.043,0.038,0.032,0.031,0.031,0.041,0.037,0.038,0.027,0.03,0.026,0.031,0.023,0.044,0.031,0.038,0.033,0.026,0.032,0.026,0.027,0.037,0.032,0.031,0.023,0.026,0.047,0.069,0.029,0.03,1063003,1439651.646
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1314_v2_t1w,0.019,0.023,0.03,0.04,0.039,0.042,0.034,0.029,0.032,0.046,0.039,0.04,0.033,0.03,0.034,0.034,0.029,0.043,0.034,0.043,0.036,0.029,0.034,0.026,0.028,0.034,0.031,0.028,0.023,0.029,0.038,0.075,0.022,0.032,1069287,1446670.709
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1314_v3_t1w,0.018,0.024,0.026,0.036,0.04,0.034,0.031,0.028,0.029,0.039,0.043,0.039,0.028,0.029,0.021,0.028,0.021,0.039,0.03,0.037,0.029,0.027,0.033,0.028,0.03,0.032,0.029,0.029,0.021,0.025,0.041,0.052,0.022,0.03,1067528,1456127.109
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1315_v1_t1w,0.028,0.029,0.028,0.038,0.031,0.036,0.032,0.034,0.04,0.044,0.038,0.044,0.042,0.03,0.032,0.03,0.028,0.039,0.032,0.045,0.031,0.037,0.033,0.031,0.036,0.036,0.031,0.032,0.029,0.032,0.055,0.048,0.037,0.041,1386906,1834139.379
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1315_v2_t1w,0.021,0.026,0.02,0.031,0.029,0.027,0.027,0.028,0.033,0.036,0.028,0.038,0.027,0.026,0.022,0.025,0.023,0.032,0.03,0.038,0.023,0.033,0.023,0.026,0.031,0.03,0.025,0.027,0.025,0.026,0.04,0.042,0.026,0.035,1353891,1857887.177
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1315_v3_t1w,0.024,0.03,0.024,0.036,0.04,0.028,0.03,0.029,0.034,0.037,0.038,0.039,0.033,0.026,0.02,0.032,0.025,0.033,0.027,0.043,0.029,0.034,0.029,0.031,0.03,0.03,0.029,0.03,0.026,0.029,0.049,0.04,0.044,0.033,1337653,1686468.946
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1316_v1_t1w,0.04,0.021,0.035,0.057,0.042,0.043,0.038,0.054,0.034,0.053,0.049,0.049,0.036,0.054,0.025,0.04,0.035,0.043,0.037,0.048,0.037,0.029,0.039,0.029,0.04,0.038,0.034,0.034,0.036,0.041,0.055,0.06,0.035,0.036,1298875,1772835.992
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1316_v2_t1w,0.021,0.024,0.034,0.049,0.064,0.038,0.037,0.034,0.038,0.049,0.044,0.045,0.034,0.033,0.027,0.049,0.033,0.035,0.03,0.049,0.038,0.031,0.043,0.033,0.058,0.036,0.037,0.038,0.028,0.04,0.066,0.072,0.037,0.038,1337852,1890332.233
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1316_v3_t1w,0.017,0.023,0.029,0.047,0.051,0.04,0.033,0.031,0.033,0.047,0.038,0.048,0.032,0.028,0.027,0.038,0.025,0.034,0.025,0.045,0.031,0.028,0.038,0.026,0.039,0.035,0.032,0.032,0.024,0.033,0.046,0.057,0.038,0.034,1331740,1913265.112
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1318_v1_t1w,0.026,0.02,0.035,0.049,0.051,0.033,0.036,0.036,0.039,0.041,0.041,0.047,0.044,0.03,0.024,0.037,0.035,0.052,0.034,0.053,0.04,0.037,0.04,0.037,0.036,0.046,0.037,0.04,0.028,0.041,0.064,0.074,0.033,0.027,1435007,1866565.816
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1318_v2_t1w,0.025,0.021,0.028,0.047,0.04,0.034,0.029,0.032,0.036,0.04,0.038,0.047,0.032,0.025,0.03,0.025,0.028,0.04,0.03,0.051,0.033,0.034,0.034,0.034,0.036,0.036,0.033,0.032,0.026,0.035,0.056,0.051,0.024,0.031,1456353,1950395.596
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1319_v1_t1w,0.02,0.02,0.034,0.04,0.05,0.041,0.034,0.045,0.035,0.042,0.041,0.04,0.032,0.033,0.029,0.03,0.025,0.038,0.028,0.037,0.032,0.027,0.031,0.034,0.022,0.032,0.034,0.033,0.03,0.029,0.061,0.087,0.033,0.035,1090962,1409536.432
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1319_v2_t1w,0.019,0.02,0.026,0.037,0.055,0.046,0.032,0.036,0.033,0.043,0.06,0.051,0.04,0.03,0.03,0.024,0.022,0.036,0.025,0.049,0.026,0.025,0.025,0.029,0.025,0.031,0.028,0.026,0.028,0.024,0.056,0.056,0.024,0.038,1100954,1420044.739
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1319_v3_t1w,0.017,0.02,0.025,0.034,0.06,0.036,0.029,0.031,0.03,0.042,0.035,0.04,0.037,0.028,0.019,0.028,0.022,0.033,0.024,0.036,0.028,0.027,0.028,0.032,0.024,0.03,0.032,0.03,0.024,0.025,0.055,0.054,0.021,0.034,1103949,1396046.314
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1320_v1_t1w,0.032,0.047,0.042,0.056,0.073,0.06,0.052,0.055,0.048,0.058,0.061,0.068,0.048,0.061,0.062,0.04,0.05,0.056,0.048,0.065,0.042,0.048,0.046,0.042,0.042,0.06,0.046,0.046,0.056,0.053,0.068,0.103,0.041,0.052,898624,1134834.927
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1320_v3_t1w,0.019,0.031,0.027,0.048,0.051,0.051,0.033,0.038,0.034,0.051,0.049,0.048,0.041,0.032,0.029,0.025,0.028,0.042,0.027,0.044,0.027,0.031,0.029,0.032,0.034,0.036,0.032,0.032,0.028,0.032,0.063,0.067,0.034,0.037,955291,1283717.237
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1321_v1_t1w,0.026,0.02,0.025,0.04,0.052,0.037,0.03,0.043,0.034,0.046,0.05,0.05,0.036,0.026,0.034,0.028,0.028,0.047,0.029,0.033,0.029,0.032,0.029,0.028,0.036,0.037,0.035,0.027,0.023,0.029,0.072,0.062,0.033,0.033,1080821,1421389.796
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1322_v1_t1w,0.02,0.03,0.022,0.043,0.089,0.04,0.029,0.035,0.037,0.038,0.041,0.045,0.043,0.028,0.03,0.032,0.029,0.044,0.026,0.036,0.025,0.04,0.028,0.026,0.035,0.033,0.034,0.029,0.026,0.029,0.047,0.084,0.033,0.033,1199219,1638567.683
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1322_v2_t1w,0.017,0.027,0.025,0.04,0.03,0.029,0.028,0.027,0.031,0.04,0.038,0.042,0.036,0.026,0.018,0.028,0.028,0.037,0.028,0.039,0.029,0.039,0.032,0.027,0.033,0.033,0.033,0.029,0.022,0.032,0.066,0.052,0.035,0.038,1242497,1696955.562
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1323_v1_t1w,0.02,0.021,0.024,0.045,0.031,0.035,0.025,0.03,0.026,0.035,0.032,0.039,0.026,0.028,0.02,0.029,0.025,0.028,0.032,0.037,0.03,0.024,0.03,0.025,0.035,0.03,0.027,0.03,0.021,0.025,0.039,0.047,0.028,0.03,1169580,1600123.919
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1323_v2_t1w,0.019,0.02,0.026,0.047,0.032,0.033,0.027,0.032,0.032,0.036,0.038,0.039,0.027,0.029,0.022,0.033,0.023,0.033,0.029,0.041,0.029,0.029,0.034,0.027,0.029,0.031,0.03,0.032,0.021,0.026,0.049,0.061,0.038,0.026,1172980,1594231.618
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1323_v3_t1w,0.028,0.03,0.037,0.054,0.074,0.039,0.034,0.04,0.037,0.043,0.054,0.043,0.048,0.037,0.03,0.051,0.038,0.061,0.044,0.057,0.043,0.033,0.049,0.034,0.041,0.043,0.041,0.042,0.034,0.033,0.07,0.068,0.048,0.042,1135390,1581280.737
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1324_v1_t1w,0.019,0.019,0.026,0.041,0.058,0.042,0.029,0.032,0.027,0.041,0.037,0.044,0.026,0.025,0.034,0.035,0.024,0.038,0.027,0.043,0.028,0.028,0.033,0.029,0.025,0.031,0.03,0.029,0.024,0.027,0.038,0.051,0.038,0.029,1437517,1962345.895
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1324_v2_t1w,0.014,0.02,0.023,0.043,0.032,0.031,0.028,0.025,0.033,0.038,0.036,0.043,0.027,0.022,0.027,0.038,0.022,0.033,0.027,0.045,0.027,0.033,0.029,0.027,0.031,0.029,0.03,0.028,0.022,0.025,0.037,0.041,0.034,0.025,1429318,1963226.051
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1324_v3_t1w,0.016,0.019,0.026,0.044,0.042,0.034,0.027,0.028,0.03,0.039,0.032,0.044,0.025,0.023,0.028,0.036,0.024,0.035,0.026,0.042,0.028,0.028,0.031,0.031,0.024,0.03,0.031,0.029,0.024,0.025,0.047,0.067,0.031,0.029,1393273,1984876.677
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1325_v1_t1w,0.023,0.022,0.024,0.042,0.041,0.052,0.029,0.042,0.035,0.047,0.035,0.059,0.045,0.033,0.031,0.02,0.024,0.037,0.028,0.036,0.031,0.032,0.03,0.033,0.027,0.036,0.031,0.035,0.026,0.028,0.052,0.055,0.051,0.028,1030197,1533142.483
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1325_v2_t1w,0.026,0.022,0.024,0.038,0.069,0.039,0.03,0.033,0.032,0.039,0.039,0.047,0.042,0.029,0.022,0.024,0.023,0.034,0.032,0.041,0.029,0.027,0.031,0.034,0.028,0.04,0.034,0.034,0.024,0.03,0.08,0.049,0.042,0.032,1064617,1553678.303
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1325_v3_t1w,0.021,0.022,0.02,0.038,0.031,0.038,0.029,0.033,0.03,0.043,0.04,0.045,0.038,0.027,0.019,0.021,0.026,0.037,0.029,0.035,0.027,0.027,0.027,0.03,0.025,0.034,0.029,0.031,0.022,0.028,0.05,0.055,0.033,0.032,1063857,1550360.083
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1326_v2_t1w,0.022,0.027,0.032,0.042,0.08,0.04,0.033,0.039,0.038,0.049,0.057,0.053,0.046,0.03,0.036,0.028,0.03,0.044,0.033,0.046,0.034,0.029,0.035,0.031,0.028,0.037,0.035,0.033,0.029,0.03,0.086,0.081,0.042,0.035,1249549,1631715.261
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1327_v3_t1w,0.024,0.027,0.03,0.053,0.069,0.041,0.037,0.038,0.039,0.051,0.049,0.053,0.041,0.038,0.03,0.046,0.042,0.038,0.035,0.06,0.048,0.032,0.041,0.036,0.044,0.038,0.039,0.042,0.034,0.038,0.069,0.077,0.036,0.04,970623,1279206.4
/neuro/labs/grantlab/research/MRI_Predict_Age/NIH_PD/3NIFTI_FreeSurfer/deface_1328_v1_t1w,0.019,0.024,0.026,0.041,0.053,0.033,0.028,0.036,0.032,0.035,0.046,0.04,0.038,0.027,0.031,0.031,0.029,0.034,0.025,0.05,0.026,0.033,0.03,0.029,0.032,0.036,0.029,0.03,0.022,0.029,0.044,0.049,0.031,0.031,1067352,1449287.358
